Year of arrival at port of disembarkation,Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,VOYAGEID2,Captives arrived at 1st port,Captain's name
1636,29697,S Francisco,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Pinto, Manuel"
1636,29698,S Francisco,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Garces de Araujo, Simon"
1636,29699,NS del Rosario,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Matos, Gaspar de"
1636,29700,NS de Nazaré,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Prieto, Domingos"
1636,29701,NS del Rosario,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Alvarez, Simon"
1636,29702,S Buena Ventura,Cadiz,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Garcia, Pedro de"
1636,29703,NS de Guadalupe,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Torre, Pedro de la"
1636,29704,S Antônio,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Manso, Afonso"
1636,29705,S Antonio de Padua,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Sosa, Juan de"
1637,29706,NS Natividad y Santiago,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Antunes, Domingo"
1637,29707,NS del Rosario y S Antonio,Cadiz,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Rodriguez de Figueroa, Antonio"
1638,29708,S Salvador y S Antonio,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Gomez, Salvador"
1637,29709,S Antonio de Nazaren,Cadiz,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Chaves, Manuel de"
1637,29710,S Antonio de Padua y La Fortuna,Cadiz,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Morales, Simon de"
1639,29711,NS del Juncal,Lisbon,"West Central Africa and St. Helena, port unspecified",Havana,,,"Alfonso, Francisco"
1637,29712,S Antônio,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Gonzalez, Melchor"
1638,29713,NS de la Vida,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Rodriguez, Francisco"
1638,29714,S Pedro,Seville,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Riverola, Geronimo de"
1637,29715,NS del Rosario,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Acevedo, Francisco de"
1637,29716,NS Salvacion,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Aguiar, Alvaro de"
1637,29717,NS de la Natividad,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Tomas, Diego"
1637,29718,NS de los Remedios y S Lorenzo,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Afonso, Panteleon"
1637,29719,NS de la Concepcion,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Rodriguez, Antonio"
1636,29720,S Francisco y NS Natividad,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Pereira, Gaspar"
1638,29721,NS de la Natividad,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Rodriguez, Enrique"
1638,29722,NS de la Concepcion,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Acosta, Pedro de"
1638,29723,NS de Consolación,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Nunes, Alvaro"
1639,29724,NS de Nazaré,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Fonseca, Cipriano"
1638,29726,S Francisco,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Freire, Martin"
1638,29727,S Antônio,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Rodriguez, Melchor"
1638,29728,Todos os Santos,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Pedro, Juan"
1619,29729,NS de Consolación,San Lucar,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Silvera, Francisco de"
1638,29731,S Antonio y S Francisco,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Nunes, Antonio"
1638,29732,Buen Jesus,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Fernandez, Ruy"
1638,29733,Santiago,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Manso Preto, Gaspar"
1638,29734,S Pedro,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Rocha, Melchor de"
1639,29736,NS del Buen Sucesso,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Mota, Luis da"
1638,29737,S Salvador y S Juan Bautista,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Ribero, Salvador Gomes"
1639,29738,NS de la Luz,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Luis, Cristobal"
1638,29739,Santos Tres Reyes Magos,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Marquez, Cristobal"
1638,29741,NS de los Remédios,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Fernandes, Gaspar"
1638,29742,NS de Nazaré,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Suarez, Simon"
1638,29743,NS del Rosario,Seville,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Vega, Juan de"
1639,29746,Angel de la Guarda,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Mendez, Gonçalo"
1639,29747,Bom Jesus,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Acosta, Pantaleon"
1640,29748,NS del Populo,Seville,"Senegambia and offshore Atlantic, port unspecified","New Spain, port unspecified",,,"Sosa, Manuel de"
1653,29749,NS del Rosario y S Antonio,Cadiz,"Senegambia and offshore Atlantic, port unspecified","New Spain, port unspecified",,,"Zapata de Ojeda, Francisco"
1654,29750,S Francisco de Assis,Cadiz,"Senegambia and offshore Atlantic, port unspecified","New Spain, port unspecified",,,"Chaves, Jerônimo de"
1584,29751,S Cristoval,,"Africa, port unspecified",,,,"Santiago, Juan de"
1631,29752,S Miguel,Seville,"Senegambia and offshore Atlantic, port unspecified","Spanish Americas, port unspecified",,,"Luis, Pedro"
1631,29753,NS Buen Sucesso,Lisbon,Luanda,"New Spain, port unspecified",,,"Fernandez de Lago, Pedro"
1631,29754,Vera Cruz,Lisbon,Luanda,"New Spain, port unspecified",,,"Rodriguez, Antonio"
1630,29755,S Juan y Concepción,San Lucar,Luanda,"New Spain, port unspecified",,,"Ojeda, Fernando de"
1630,29756,S Francisco y S Antonio,Seville,Luanda,"New Spain, port unspecified",,,"Valientes, Domingo"
1630,29757,NS de los Reyes y El Angel S Gabriel,Seville,Luanda,"New Spain, port unspecified",,,"Ovalle, Juan de"
1627,29759,NS de la Paz,Lisbon,São Tomé,"New Spain, port unspecified",,,"Gómez Ferrera, Antonio"
1627,29761,S Antônio,Lisbon,Luanda,"New Spain, port unspecified",,,"Timon, Pedro"
1627,29762,Ángel de la Guardia,Lisbon,Luanda,"New Spain, port unspecified",,,"Enriquez, Luís"
1627,29763,Jesus y Espiritu Santo,Seville,"West Central Africa and St. Helena, port unspecified","Spanish Americas, port unspecified",,,"Fernandez, Pantaleon"
1627,29764,Señora Santana,Cadiz,Luanda,"New Spain, port unspecified",,,"Rodrigues Barrero, Miguel"
1626,29765,NS de Guadalupe,San Lucar,Luanda,"New Spain, port unspecified",,,"Sevilla, Juan de"
1625,29766,NS de la Encarnación,Lisbon,"Africa, port unspecified",,,,"Ferrera, Simon"
1626,29767,Espiritu Santo,Lisbon,Cape Verde Islands,"Spanish Americas, port unspecified",,,"Diaz Correa, Gonçalo"
1625,29768,Angel S Rafael,Lisbon,"Africa, port unspecified","Spanish Americas, port unspecified",,,"Alvarez, Antonio"
1626,29769,NS de la Concepcion,San Lucar,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Acosta, Antonio de"
1626,29770,S Gonzalo,Lisbon,"West Central Africa and St. Helena, port unspecified","Spanish Americas, port unspecified",,,"Rodriguez, Luis"
1626,29771,S Salvador,Lisbon,"Africa, port unspecified","Spanish Americas, port unspecified",,,"Perrera, Antonio"
1627,29772,S Francisco,San Lucar,Luanda,"New Spain, port unspecified",,,"Gonçalves, Salvador"
1628,29773,NS de las Nieves,Seville,Luanda,"New Spain, port unspecified",,,"Suero, Francisco"
1628,29774,S Filipe y Santiago,Seville,Luanda,"New Spain, port unspecified",,,"Rodrigues de Cuba, Miguel"
1628,29775,Espírito Santo,Seville,Luanda,"New Spain, port unspecified",,,"Villalba, Pablo de"
1628,29776,S Francisco,San Lucar,Luanda,"New Spain, port unspecified",,,"Fernandez de Aguirres, Tomas"
1625,29777,S Francisco,San Lucar,Luanda,"New Spain, port unspecified",,,"Barbas, Pedro Gonçalo Malas"
1625,29778,Ángel S Gabriel,San Lucar,Luanda,"New Spain, port unspecified",,,"Mateos, Francisco"
1625,29779,NS de la Concepción,Lisbon,Luanda,"New Spain, port unspecified",,,"Rodriguez de Olivera, Matias"
1625,29780,NS del Rosario,San Lucar,Luanda,"New Spain, port unspecified",,,"Méndez de Miranda, Manoel"
1587,29781,NS de la Concepcion,San Lucar,Canary Islands,Veracruz,,,"Ruiz, Francisco"
1586,29782,NS del Rosario,Tenerife,Portuguese Guinea,"New Spain, port unspecified",,,"Martinez, Juan"
1587,29783,NS del Buen Viaje,Tenerife,Portuguese Guinea,Cartagena,,,"Franco de la Fuente, Estevam<br/> Gonçalez, Francisco"
1587,29784,NS de la Concepcion,Tenerife,"Senegambia and offshore Atlantic, port unspecified","New Spain, port unspecified",,,"Ramirez, Duarte"
1589,29785,NS de las Nieves,Tenerife,"West Central Africa and St. Helena, port unspecified",Cartagena,,,"Gaspar, Manuel"
1589,29786,S Ana,Tenerife,"Africa, port unspecified",,,,"Valero, Bartolomé"
1589,29787,S Antônio,Tenerife,"Senegambia and offshore Atlantic, port unspecified","New Spain, port unspecified",,,"Perez, Rodrigo"
1589,29788,Magdalena,"Spain, place unspecified","Senegambia and offshore Atlantic, port unspecified",Cartagena,,,"Diaz, Juan"
1593,29789,NS de la Concepción,Tenerife,Luanda,Cartagena,,146,"Eanes, Pedro"
1593,29790,S Pedro (a) S Pablo,"Spain, place unspecified",Portuguese Guinea,Cartagena,,113,"Escobar, Gaspar"
1593,29791,S Antônio,Tenerife,Portuguese Guinea,Cartagena,,50,"Leon, Duarte de"
1592,29792,NS del Rosario,Tenerife,"West Central Africa and St. Helena, port unspecified",Cartagena,,,"Diaz, Gaspar"
1592,29793,S Antonio,Canary Islands,"West Central Africa and St. Helena, port unspecified",Cartagena,,,"Diaz de Aragon, Ruiz"
1592,29794,NS del Buen Viaje,Tenerife,"West Central Africa and St. Helena, port unspecified",Cartagena,,,"Gómez, Luís"
1591,29795,NS del Buen Viaje,,"Senegambia and offshore Atlantic, port unspecified",Cartagena,,,"Castro, Diego"
1589,29796,,,"West Central Africa and St. Helena, port unspecified",Nombre de Dios,,,"Perez, Andres"
1593,29797,NS de Buen Viaje,Tenerife,Portuguese Guinea,Cartagena,,80,"Suarez, Hernan"
1593,29798,NS de Nazaren,Tenerife,Portuguese Guinea,Cartagena,,100,"Ferrara, Mateo"
1594,29799,S Miguel,Seville,Cape Verde Islands,Cartagena,,30,"Hernandez, Blas"
1600,29803,NS Visitacion (a) NS de la Vitoria,San Lucar,"West Central Africa and St. Helena, port unspecified",Cartagena,,,"Ferrera, Manuel Antonio"
1599,29804,S Gonzalo,,"Africa, port unspecified",,,,"Mesa, Francisco de"
1604,29805,S Andrés,San Lucar,"Africa, port unspecified",,,,"Luis, Francisco"
1604,29806,S Lorenço,,"Africa, port unspecified",,,,"Piñero, Enrique"
1604,29807,S Juan Bautista,,"Africa, port unspecified",,,,"Lorenzo, Francisco"
1604,29808,S Alexo,,"Africa, port unspecified",,,,"Gil, Estacio"
1606,29809,S Joan,,"Africa, port unspecified",,,,"Marques, Simon"
1606,29810,NS de la Esperanza,,"Africa, port unspecified",,,,"Nunes, Mateo"
1606,29811,Sta Maria de Nieves,,"Africa, port unspecified",,,,"Coelho, Francisco"
1606,29812,S Nicolas,,"Africa, port unspecified",,,,"Ortiz, Domingo"
1608,29814,Sta Maria,,"Africa, port unspecified",,,,"Alvares, Andres de"
1608,29815,S Gonzalo,,"Africa, port unspecified",,,,"Melgar, Juan"
1608,29816,S Tomas,,"Africa, port unspecified",,,,"Leon, Melchior de"
1608,29817,S Antônio,,"Africa, port unspecified",,,,"Paredes, Claudio"
1608,29818,Sta Clara,,"Africa, port unspecified",,,,"Silva, Domingos de"
1608,29819,Magdalena,,"Africa, port unspecified",,,,"Roça, Antonio"
1610,29820,Cruz de Dios,,"West Central Africa and St. Helena, port unspecified",Cartagena,,,"Lopez, Rodrigues"
1608,29821,S Roque,,"Africa, port unspecified",,,,"Coelho, Juan"
1608,29822,S Diego,,"Africa, port unspecified",,,,"Lopez, Antonio"
1608,29823,S Blas,,"Africa, port unspecified",,,,"Marquita, Pedro"
1608,29824,S Antônio,,"Africa, port unspecified",,,,"Lopez, Fernam"
1608,29825,S Silvestre,,"Africa, port unspecified",,,,"Blanco, Juan"
1608,29826,S Pedro,,"Africa, port unspecified",,,,"Peres, Antonio"
1609,29827,S Juan Bautista,,"Africa, port unspecified",,,,"Antunez, Manuel"
1609,29828,Sta Marina,,"Africa, port unspecified",,,,"Antunez, Estacio"
1609,29829,Sto Ambrossio,,"Africa, port unspecified",,,,"Fernandez, Roque"
1609,29831,Sta Maria Magdalena,,"Africa, port unspecified",,,,"Arieta, Martim de"
1609,29832,Serinissima Trinidad,Lisbon,"Africa, port unspecified","New Spain, port unspecified",,,"Farto, Emilian"
1609,29833,S Ambrosio,,"Africa, port unspecified",,,,"Alvear, Manuel de"
1609,29834,S Alberto,,"Africa, port unspecified",,,,"Martins, Alonso"
1609,29835,S Francisco de Padua,,"Africa, port unspecified",,,,"Ariçabalaga, Baltazar de"
1609,29837,NS del Rosario,,"Africa, port unspecified",,,,"Fijer, Jacome"
1609,29838,Sta Elvira,,"Africa, port unspecified",,,,"Barrieta, Sancho de la"
1609,29839,S Anselmo,,"Africa, port unspecified",,,,"Martim, Blas"
1609,29840,S Estevan,,"Africa, port unspecified",,,,"Camacho, Alonso"
1609,29841,S Julian,,"Africa, port unspecified",,,,"Enriques, Alvaro"
1609,29842,S Juan,,"Africa, port unspecified",,,,"Dias, Roque"
1609,29843,S Felipe,,"Africa, port unspecified",,,,"Maldonado, Bartolomé"
1611,29844,NS de la Esperanza,,Portuguese Guinea,Cartagena,,80,"Noguera, Miguel"
1609,29846,S Ambrosio,,"Africa, port unspecified",,,,"Roque, Lorenzo"
1609,29847,S Diego,,Cape Verde Islands,Cartagena,,,"Paz, Vasco<br/> Álvares, Roque"
1609,29848,S Eugenio,,"Africa, port unspecified",,,,"Alberto, Domingo"
1609,29849,S Hermenegildo,,"Africa, port unspecified",,,,"Mora, Oracio"
1610,29850,NS do Rosario,,Cape Verde Islands,Cartagena,,,"Godinho, Baltasar<br/> Alvarez, Roque"
1609,29851,S Gonzalo,,"Africa, port unspecified",,,,"Mendez, Fabian"
1611,29852,S Matheo,Lisbon,"West Central Africa and St. Helena, port unspecified",Cartagena,,,"Armas, Anton de<br/> Tavares, Pedro"
1609,29853,S Augustin,,"Africa, port unspecified",,,,"Ybarra, Mateo de"
1610,29854,S Juan,Lisbon,"Africa, port unspecified",,,,"Alvarez, Alonso"
1610,29855,S Cristoval,Lisbon,"Africa, port unspecified",,,,"Fonolosa, Pero"
1610,29856,S Raimundo,Lisbon,"Africa, port unspecified",,,,"Sandier, Onofre"
1610,29857,S Lorenzo,Lisbon,"Africa, port unspecified",,,,"Fernandez de Villareal, Alonso"
1610,29858,S Pires,Lisbon,"Africa, port unspecified",,,,"Cordero, Diego"
1610,29859,S Vicente,Lisbon,"Africa, port unspecified",,,,"Vargas, Damian de"
1610,29860,Anunciada,Lisbon,"Africa, port unspecified",,,,"Vaez, Lanzarote"
1610,29861,NS de Guadalupe,Lisbon,"West Central Africa and St. Helena, port unspecified",Cartagena,,,"Tinoco, Luis Vaz<br/> Lopez, Diego"
1609,29862,S Matheo,Lisbon,"Africa, port unspecified",,,,"Eanez, Alvaro"
1609,29863,Santiago,Lisbon,Portuguese Guinea,Cartagena,,227,"Gonzalez de la Canal, Cristoval<br/> Leyton, Diego"
1609,29864,Gracia de Dios,Lisbon,Portuguese Guinea,Cartagena,,,"López, Manoel<br/> Garcia, Pedro Fernandes"
1610,29865,NS del Rosario y S Antonio,San Lucar,"Africa, port unspecified",,,,"Silva, Marcial de"
1610,29866,NS Mercedes,San Lucar,"Africa, port unspecified",,,,"Soto, Francisco de"
1610,29869,S Juan Evangelista,San Lucar,"Africa, port unspecified",,,,"Martin, Pablo"
1609,29870,S Juan de Evangelista,Lisbon,São Tomé,Cartagena,,,"Barra, Pedro de<br/> Nis Vizcardo, Juan de"
1610,29871,S Ildefonso,Lisbon,"Africa, port unspecified",,,,"Farto, Emilian"
1610,29872,S Antônio,Lisbon,"Africa, port unspecified",,,,"Alvarez, Geronimo"
1610,29873,NS de la Vitória,Canary Islands,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Solís, Andrés de"
1610,29874,S Brígida,San Lucar,Luanda,Cartagena,,,"Ayllon, Juan de"
1610,29875,S Telmo,Lisbon,"Africa, port unspecified",,,,"Viagos, Enrique"
1611,29876,S Francisco,San Lucar,"Africa, port unspecified",,,,"Benitez, Baltasar"
1611,29877,S Quirbe y la Candelaria,San Lucar,Luanda,Cartagena,,,"Freire, Enrique"
1608,29878,S Quirbe,San Lucar,"Africa, port unspecified",,,,"Salvador, Suarez"
1611,29879,NS de Gracia,San Lucar,"Africa, port unspecified",,,,"Vazquez de Montiel, Martim"
1615,29881,Visitación de Santa Isabel,San Lucar,Luanda,Veracruz,,,"Martínez, Francisco"
1617,29883,NS da Ajuda,Cadiz,"West Central Africa and St. Helena, port unspecified","Jamaica, place unspecified",,,"Pérez, Tomé"
1616,29888,San Francisco,San Lucar,Cape Verde Islands,Cartagena,,197,"Baños, Manuel Diaz"
1616,29894,San Antonio,Cadiz,Portuguese Guinea,Cartagena,,162,"Acosta, Juan de<br/> Cardoso, Hector"
1621,29896,NS Candelaria,San Lucar,Cape Verde Islands,Cartagena,,,"Ribero, Andres"
1617,29898,NS de la Concepcion,San Lucar,"West Central Africa and St. Helena, port unspecified",Veracruz,,,"Perez, Francisco"
1619,29899,NS de la Concepcion,Lisbon,"West Central Africa and St. Helena, port unspecified",Cartagena,,,"Cardoso Saravia, Nuno"
1621,29902,NS de la Concepcion,Cadiz,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Rodriguez, Simon"
1621,29904,NS de la Concepcion,Cadiz,"Senegambia and offshore Atlantic, port unspecified",Cartagena,,,"Diaz, Melchor"
1622,29905,NS de la Concepcion,San Lucar,"West Central Africa and St. Helena, port unspecified",Cartagena,,,"Pacheco, Melchor"
1624,29906,NS de la Concepcion,Lisbon,"West Central Africa and St. Helena, port unspecified","Spanish Americas, port unspecified",,,"Mendez, Manuel"
1635,29908,NS de la Concepcion,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Acosta, Antonio de"
1637,29909,NS de la Concepcion,Lisbon,"West Central Africa and St. Helena, port unspecified","Spanish Americas, port unspecified",,,"Rabelo, Francisco"
1638,29910,NS Confianza,Lisbon,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Gonzalez, André"
1618,29911,NS de Consolación,San Lucar,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Larreaondo, Pedro de"
1619,29913,NS de Bonança,San Lucar,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Perez Vello, Juan"
1624,29914,NS del Buen Viaje,Lisbon,"West Central Africa and St. Helena, port unspecified","Spanish Americas, port unspecified",,,"Garces, Simon"
1619,29915,NS de Cabo Verde,San Lucar,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Contreras, Antonio de"
1625,29916,Bendicion de Dios,Lisbon,"West Central Africa and St. Helena, port unspecified","Spanish Americas, port unspecified",,,"Vicente, Pedro Jorge"
1625,29918,NS de Guía,Cadiz,Luanda,La Guaira,,80,"Truxillo, Gerónimo de"
1620,29922,NS de la Concepcion,San Lucar,"West Central Africa and St. Helena, port unspecified",Cartagena,,,"Cuesta, Pedro de la"
1622,29923,NS de la Concepcion,San Lucar,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",,,"Nuñez, Francisco Sevilla"
1623,29924,NS de la Concepcion,Lisbon,"West Central Africa and St. Helena, port unspecified","Spanish Americas, port unspecified",,,"Pina, Francisco de"
